"","yr","mo.no.char","site","mo.no","mo.char","date","julian","rainfall","i","day","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.no","SOI.mean","SOI.max","SOI.min","SOI.mean.win","SOI.mean.spr","SOI.mean.sum","SOI.mean.fal","NAO.mean.win","NAO.mean.spr","NAO.mean.sum","NAO.mean.fal","NAO.ann.mean","NAO.ann.max","NAO.ann.min","el.nino","nino.strt.str","nino.end.str","la.nino","nina.strt.str","nina.end.str"
"815",2010,"06","broadleaf",6,"Jun","2010-06-15",166,100.893928527832,186,15,0.7693,0.7249,0.7693,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"816",2010,"06","Lloyd",6,"Jun","2010-06-15",166,155.3369140625,186,15,0.7146,0.6541,0.7146,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"817",2010,"06","scrub",6,"Jun","2010-06-15",166,83.0413818359375,186,15,0.5689,0.4952,0.5689,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"818",2010,"07","broadleaf",7,"Jul","2010-07-15",196,86.4938812255859,187,15,0.7746,0.817,0.817,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"819",2010,"07","Lloyd",7,"Jul","2010-07-15",196,179.133575439453,187,15,0.6842,0.7079,0.7079,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"820",2010,"07","scrub",7,"Jul","2010-07-15",196,85.1796417236328,187,15,0.5563,0.5815,0.5815,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"821",2010,"08","broadleaf",8,"Aug","2010-08-15",227,43.1772537231445,188,15,0.7633,0.7739,0.7739,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"822",2010,"08","Lloyd",8,"Aug","2010-08-15",227,114.468963623047,188,15,0.6906,0.6864,0.6906,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"823",2010,"08","scrub",8,"Aug","2010-08-15",227,36.4568061828613,188,15,0.5543,0.5689,0.5689,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"824",2010,"09","broadleaf",9,"Sep","2010-09-15",258,80.4169464111328,189,15,0.7892,0.7786,0.7892,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"825",2010,"05","broadleaf",5,"May","2010-05-15",135,95.7876586914062,185,15,0.7719,0.7712,0.7719,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"826",2010,"05","Lloyd",5,"May","2010-05-15",135,192.769165039062,185,15,0.7099,0.7136,0.7136,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"827",2010,"05","scrub",5,"May","2010-05-15",135,75.6933441162109,185,15,0.37,0.3709,0.3709,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"828",2010,"10","Lloyd",10,"Oct","2010-10-15",288,126.121620178223,190,15,0.6556,0.7,0.7,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"829",2010,"10","scrub",10,"Oct","2010-10-15",288,61.6181602478027,190,15,0.6067,0.633,0.633,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"830",2010,"11","broadleaf",11,"Nov","2010-11-15",319,73.1483001708984,191,15,0.8391,0.835,0.8391,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"831",2010,"11","Lloyd",11,"Nov","2010-11-15",319,109.061569213867,191,15,0.6931,0.7254,0.7254,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"832",2010,"11","scrub",11,"Nov","2010-11-15",319,47.9700469970703,191,15,0.599,0.6165,0.6165,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"833",2010,"12","broadleaf",12,"Dec","2010-12-15",349,22.9452342987061,192,15,0.7667,0.7679,0.7679,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"834",2010,"12","Lloyd",12,"Dec","2010-12-15",349,36.2431793212891,192,15,0.6699,0.7094,0.7094,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"835",2010,"12","scrub",12,"Dec","2010-12-15",349,34.7857093811035,192,15,0.5369,0.5437,0.5437,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"836",2010,"09","Lloyd",9,"Sep","2010-09-15",258,127.170867919922,189,15,0.6818,0.7062,0.7062,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"837",2010,"09","scrub",9,"Sep","2010-09-15",258,74.746826171875,189,15,0.5573,0.5243,0.5573,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"838",2010,"10","broadleaf",10,"Oct","2010-10-15",288,61.613639831543,190,15,0.7693,0.777,0.777,15,0.908333333333333,2.9,-1.5,-1.1,0.833333333333333,1.93333333333333,1.96666666666667,-2.36666666666667,-2.11333333333333,-1.44333333333333,-3.45333333333333,-2.35,0.06,-4.61,"nino","no.event","mod","nina","mod","no.event"
"839",2011,"02","broadleaf",2,"Feb","2011-02-15",46,8.63278198242188,194,15,0.7513,0.7102,0.7513,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"840",2011,"01","broadleaf",1,"Jan","2011-01-15",15,17.4145545959473,193,15,0.7626,0.754,0.7626,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"841",2011,"01","Lloyd",1,"Jan","2011-01-15",15,15.9704704284668,193,15,0.7143,0.7178,0.7178,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"842",2011,"01","scrub",1,"Jan","2011-01-15",15,21.118480682373,193,15,0.5485,0.5068,0.5485,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"843",2011,"03","Lloyd",3,"Mar","2011-03-15",74,30.0362014770508,195,15,0.7133,0.7029,0.7133,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"844",2011,"03","scrub",3,"Mar","2011-03-15",74,28.4857902526855,195,15,0.4515,0.4263,0.4515,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"845",2011,"04","broadleaf",4,"Apr","2011-04-15",105,30.7393779754639,196,15,0.6385,0.6823,0.6823,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"846",2011,"04","Lloyd",4,"Apr","2011-04-15",105,42.9640617370605,196,15,0.7163,0.6919,0.7163,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"847",2011,"04","scrub",4,"Apr","2011-04-15",105,26.7310066223145,196,15,0.4185,0.4777,0.4777,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"848",2011,"05","broadleaf",5,"May","2011-05-15",135,83.0219802856445,197,15,0.7274,0.6459,0.7274,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"849",2011,"05","Lloyd",5,"May","2011-05-15",135,130.280853271484,197,15,0.6753,0.6274,0.6753,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"850",2011,"05","scrub",5,"May","2011-05-15",135,65.3782958984375,197,15,0.5214,0.4437,0.5214,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"851",2011,"06","broadleaf",6,"Jun","2011-06-15",166,122.850776672363,198,15,0.773,0.821,0.821,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"852",2011,"06","Lloyd",6,"Jun","2011-06-15",166,199.444000244141,198,15,0.6847,0.701,0.701,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"853",2011,"02","Lloyd",2,"Feb","2011-02-15",46,8.33926010131836,194,15,0.717,0.7116,0.717,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"854",2011,"02","scrub",2,"Feb","2011-02-15",46,13.5303649902344,194,15,0.4816,0.4719,0.4816,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"855",2011,"03","broadleaf",3,"Mar","2011-03-15",74,23.3995170593262,195,15,0.6969,0.6777,0.6969,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"856",2011,"07","scrub",7,"Jul","2011-07-15",196,51.0337409973145,199,15,0.5466,0.5699,0.5699,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"857",2011,"08","broadleaf",8,"Aug","2011-08-15",227,91.2675247192383,200,15,0.8117,0.7766,0.8117,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"858",2011,"08","Lloyd",8,"Aug","2011-08-15",227,186.394348144531,200,15,0.7146,0.6837,0.7146,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"859",2011,"08","scrub",8,"Aug","2011-08-15",227,83.2126159667969,200,15,0.5786,0.5602,0.5786,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"860",2011,"09","broadleaf",9,"Sep","2011-09-15",258,78.1013107299805,201,15,0.7462,0.8005,0.8005,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"861",2011,"09","Lloyd",9,"Sep","2011-09-15",258,160.448776245117,201,15,0.674,0.6617,0.674,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"862",2011,"09","scrub",9,"Sep","2011-09-15",258,60.971508026123,201,15,0.5524,0.6203,0.6203,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"863",2011,"10","broadleaf",10,"Oct","2011-10-15",288,71.2873229980469,202,15,0.7932,0.7998,0.7998,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"864",2011,"10","Lloyd",10,"Oct","2011-10-15",288,158.236068725586,202,15,0.6437,0.717,0.717,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"865",2011,"10","scrub",10,"Oct","2011-10-15",288,67.2988967895508,202,15,0.5961,0.5631,0.5961,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"866",2011,"06","scrub",6,"Jun","2011-06-15",166,86.4212951660156,198,15,0.5883,0.5699,0.5883,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"867",2011,"07","broadleaf",7,"Jul","2011-07-15",196,50.5290603637695,199,15,0.7912,0.8038,0.8038,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"868",2011,"07","Lloyd",7,"Jul","2011-07-15",196,92.0807952880859,199,15,0.6724,0.7163,0.7163,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"869",2011,"12","broadleaf",12,"Dec","2011-12-15",349,14.3998146057129,204,15,0.699,0.6969,0.699,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"870",2011,"12","Lloyd",12,"Dec","2011-12-15",349,22.4681606292725,204,15,0.7097,0.7042,0.7097,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"871",2011,"12","scrub",12,"Dec","2011-12-15",349,19.4407634735107,204,15,0.5223,0.5126,0.5223,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"872",2011,"11","broadleaf",11,"Nov","2011-11-15",319,19.5009155273438,203,15,0.7568,0.6836,0.7568,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"873",2011,"11","Lloyd",11,"Nov","2011-11-15",319,32.0283164978027,203,15,0.7055,0.6881,0.7055,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"874",2011,"11","scrub",11,"Nov","2011-11-15",319,10.6294441223145,203,15,0.5767,0.533,0.5767,15,1.4,2.7,0.2,2.5,0.833333333333333,0.8,1.46666666666667,0.413333333333333,0.63,-0.943333333333333,1.75,0.46,3.2,-3.39,"no.event","no.event","no.event","nina","wk","mod"
"875",2012,"02","broadleaf",2,"Feb","2012-02-15",46,10.5338745117188,206,15,0.6302,0.6686,0.6686,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"876",2012,"01","broadleaf",1,"Jan","2012-01-15",15,11.3334541320801,205,15,0.7043,0.6784,0.7043,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"877",2012,"01","Lloyd",1,"Jan","2012-01-15",15,11.78404712677,205,15,0.7201,0.7331,0.7331,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"878",2012,"01","scrub",1,"Jan","2012-01-15",15,17.7946929931641,205,15,0.5221,0.5031,0.5221,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"879",2012,"03","Lloyd",3,"Mar","2012-03-15",75,17.0878715515137,207,15,0.7193,0.6106,0.7193,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"880",2012,"02","Lloyd",2,"Feb","2012-02-15",46,11.022008895874,206,15,0.7401,0.7331,0.7401,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"881",2012,"02","scrub",2,"Feb","2012-02-15",46,16.6891555786133,206,15,0.4777,0.4822,0.4822,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"882",2012,"03","broadleaf",3,"Mar","2012-03-15",75,13.456597328186,207,15,0.7445,0.6981,0.7445,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"883",2012,"04","scrub",4,"Apr","2012-04-15",106,72.1226119995117,208,15,0.4532,0.4995,0.4995,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"884",2012,"05","broadleaf",5,"May","2012-05-15",136,81.7141189575195,209,15,0.7518,0.749,0.7518,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"885",2012,"05","Lloyd",5,"May","2012-05-15",136,182.654968261719,209,15,0.6819,0.6863,0.6863,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"886",2012,"05","scrub",5,"May","2012-05-15",136,67.6207809448242,209,15,0.5529,0.5484,0.5529,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"887",2012,"06","broadleaf",6,"Jun","2012-06-15",167,35.9665718078613,210,15,0.7204,0.6249,0.7204,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"888",2012,"06","Lloyd",6,"Jun","2012-06-15",167,56.7523422241211,210,15,0.7093,0.6845,0.7093,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"889",2012,"06","scrub",6,"Jun","2012-06-15",167,30.2448120117188,210,15,0.5067,0.4686,0.5067,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"890",2012,"07","broadleaf",7,"Jul","2012-07-15",197,24.3938636779785,211,15,0.6034,0.6472,0.6472,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"891",2012,"07","Lloyd",7,"Jul","2012-07-15",197,50.5107955932617,211,15,0.6811,0.7212,0.7212,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"892",2012,"07","scrub",7,"Jul","2012-07-15",197,24.0920295715332,211,15,0.4523,0.4551,0.4551,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"893",2012,"03","scrub",3,"Mar","2012-03-15",75,18.147331237793,207,15,0.4714,0.4442,0.4714,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"894",2012,"04","broadleaf",4,"Apr","2012-04-15",106,77.4344329833984,208,15,0.6777,0.6651,0.6777,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"895",2012,"04","Lloyd",4,"Apr","2012-04-15",106,98.9816665649414,208,15,0.6022,0.6092,0.6092,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"896",2012,"09","broadleaf",9,"Sep","2012-09-15",259,42.7287521362305,213,15,0.8204,0.8213,0.8213,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
"897",2012,"09","Lloyd",9,"Sep","2012-09-15",259,105.414283752441,213,15,0.6685,0.7327,0.7327,15,0.133333333333333,1.1,-0.6,0.766666666666667,-0.233333333333333,0,0,1.70333333333333,-1.92333333333333,-1.06333333333333,-1.24,-0.63,2.05,-3.21,"no.event","no.event","no.event","nina","no.event","wk"
